id	ZONA	Neighborhood	Street	Start date and time	End date and time	Direction	Reference	Status
10748	Zona Oeste	Lapa	Ru	2009/02/02 21:04	2009/02/03 02:56	Ambos	RUA HUGO DANTOLA	Inativo Transitável
10749	Zona Oeste	Lapa	M	2009/02/02 21:15	2009/02/03 05:12	CB / AS	Rua JOIÃO TIBIRIÇA	Inativo Transitável
10750	Zona Oeste	Pinheiros	M	2009/02/02 21:46	2009/02/03 05:12	INT / CAST	PTE. Roberto Rossi Zuccolo	Inativo Transitável
10751	Zona Oeste	Pinheiros	MARGINAL PINHEIROS	2009/02/02 21:49	2009/02/03 05:12	CAST / INT	PTE. EUSÉBIO MATOSO	Inativo Transitável
10752	Zona Oeste	Pinheiros	MARGINAL PINHEIROS	2009/02/02 21:55	2009/02/03 20:15	INT / CAST	TRANS. EXP. P / LOCAL HEBRAICA	Inativo Transitável
10753	Zona Oeste	Pinheiros	M	2009/02/02 21:56	2009/02/03 05:12	CAST / INT	PTE. Roberto Rossi Zuccolo	Inativo Transitável
10754	Zona Oeste	Pinheiros	MARGINAL PINHEIROS	2009/02/02 22:05	2009/02/03 05:12	CAST / INT	PTE. CID. UNIVERSIT�?RIA	Inativo Transitável
10755	Zona Oeste	Pinheiros	M	2009/02/02 22:06	2009/02/03 05:12	INT / CAST	PTE. EUSÉBIO MATOSO	Inativo Transitável
10756	Zona Norte	Vila Maria/ Vila Guilherme	MARGINAL TIETË	2009/01/31 03:09	2009/01/31 08:50	AS/CB	PTE. VILA GUILHERME	Inativo Transitável
10757	Centro	Sé	MARGINAL TIETË	2009/01/31 03:03	2009/01/31 10:00	CB/AS	PTE. DAS BANDEIRAS - 1500M ANTES	Inativo Transitável
10758	Zona Norte	Freguesia do Ó	AV. ANTÔNIO MUNHOZ BONILHA	2009/01/30 19:23	2009/01/30 22:29	AMBOS	AV. NOSSA SENHORA DO Ó	Inativo Intransitável
10759	Centro	Sé	TN. ANHANGABAÚ	2009/01/30 18:56	2009/01/30 19:15	ST/AER	AV. VINTE E TRÊS DE MAIO - ACESSO	Inativo Transitável
10760	Centro	Sé	RUA JOSÉ PAULINO	2009/01/30 22:28	2009/01/30 23:38	ÚNICO	RUA SILVA PINTO	Inativo Transitável
10761	Zona Oeste	Butantã	PÇ . JORGE DE LIMA	2009/01/30 18:51	2009/01/31 03:46	C/B	AV. EUSÉBIO MATOSO	Inativo Transitável
10762	Zona Oeste	Butantã	AV. PROF. FRANCISCO MORATO	2009/01/30 21:50	2009/01/31 00:18	C/B	PÇ. PAULA MOREIRA	Inativo Transitável
10763	Zona Oeste	Butantã	MARGINAL PINHEIROS	2009/01/30 21:53	2009/01/31 01:30	CB/INT - EXP	PTE. ENG. ARY TORRES	Inativo Transitável
10764	Zona Oeste	Butantã	MARGINAL PINHEIROS	2009/01/30 21:58	2009/01/31 05:30	CB/INT	RAIA OL�?MPICA	Inativo Transitável
10765	Zona Oeste	Butantã	MARGINAL PINHEIROS	2009/01/30 22:13	2009/01/31 05:30	CB/INT - EXP	PTE. ENG. ROBERTO ROSSI ZUCCOLO	Inativo Transitável
10766	Zona Oeste	Pinheiros	AV. NOVE DE JULHO	2009/01/30 18:42	2009/01/31 02:54	B/C (DESEMB. MAX FEFFER)	AV. CIDADE JARDIM	Inativo Transitável
10767	Zona Oeste	Pinheiros	MARGINAL PINHEIROS	2009/01/30 18:52	2009/01/30 21:52	INT/CB	PTE. ENG. ROBERTO ROSSI ZUCCOLO - ACESSO	Inativo Transitável
10768	Zona Oeste	Pinheiros	AV. DOS TAJUR�?S	2009/01/30 22:03	2009/01/31 03:46	AMBOS	AV. ENG. OSCAR AMERICANO	Inativo Transitável
10769	Zona Oeste	Pinheiros	MARGINAL PINHEIROS	2009/01/30 22:33	2009/01/31 08:20	INT/CB	PTE. ENG. ROBERTO ROSSI ZUCCOLO - 100M APÓS	Inativo Transitável
10770	Zona Oeste	Pinheiros	MARGINAL PINHEIROS	2009/01/30 22:35	2009/01/31 04:54	INT/CB - EXP	PTE. EUSÉBIO MATOSO	Inativo Transitável
10771	Zona Sul	Campo Limpo	RUA AUREA BATISTA DOS SANTOS	2009/01/30 21:41	2009/01/31 05:01	C/B	RUA FRANCISCO PRETO	Inativo Transitável
10772	Zona Sul	M'Boi Mirim	AV. MARIA COELHO AGUIAR	2009/01/30 19:11	2009/01/31 03:46	C/B	PTE. JOÃO DIAS - 50M APÓS	Inativo Transitável
10773	Zona Sul	Santo Amaro	VD. REPÚBLICA DA ARMÊNIA	2009/01/30 18:49	2009/01/30 20:04	ÚNICO	INICIO	Inativo Transitável
10774	Zona Sul	Santo Amaro	MARGINAL PINHEIROS	2009/01/30 21:53	2009/01/31 01:30	INT/CB	RUA JAIME DE OLIVEIRA SOUZA	Inativo Intransitável
10775	Zona Sul	Santo Amaro	AV. JOÃO DIAS	2009/01/30 22:22	2009/01/31 03:45	B/C	PTE. JOÃO DIAS - 100M ANTES	Inativo Transitável
10776	Zona Sudeste	Ipiranga	AV. PRES. TANCREDO NEVES	2009/01/30 22:08	2009/01/31 05:50	IMIG/ANCH	RUA VERGUEIRO	Inativo Transitável
10777	Zona Sudeste	Vila Mariana	AV. VINTE E TRÊS DE MAIO	2009/01/30 19:40	2009/01/31 05:50	IBIR/VM	VD. DOS IMIGRANTES - AC. R. SENA MADUREIRA	Inativo Transitável
10778	Zona Sul	M'Boi Mirim	AV. MARIA COELHO AGUIAR	2009/01/29 16:42	2009/01/29 17:47	C/B	PTE. JOÃO DIAS - 50M APÓS	Inativo Transitável
10779	Zona Oeste	Butantã	MARGINAL PINHEIROS	2009/01/28 05:20	2009/01/28 06:05	CB/AS - LOCAL	ALTURA DO N. 6164	Inativo Transitável
10780	Zona Oeste	Lapa	RUA DR. MOISÉS KAHAN	2009/01/28 10:11	2009/01/28 11:13	UNICO	ALTURA DO N. 85	Inativo Transitável
10781	Zona Norte	Vila Maria/ Vila Guilherme	MARGINAL TIETÊ	2009/01/27 20:22	2009/01/28 06:05	CB/AS - EXP	PTE. ARICANDUVA - 700M ANTES	Inativo Transitável
10782	Zona Norte	Santana	AV. OLAVO FONTOURA	2009/01/27 18:10	2009/01/27 21:31	AMBOS	ANHEMBI PONTÃO 21, 27, 39	Inativo Intransitável
10783	Zona Norte	Santana	AV. CRUZEIRO DO SUL	2009/01/27 18:22	2009/01/27 21:48	ST/IP	RUA SANTA EULALIA	Inativo Transitável
10784	Zona Norte	Santana	RUA CEL. ANTONIO DE CARVALHO	2009/01/27 18:54	2009/01/27 19:58	AMBOS	RUA URUPIARA	Inativo Transitável
10785	Zona Norte	Santana	AV. CRUZEIRO DO SUL	2009/01/27 18:54	2009/01/27 21:46	C/B	TERMINAL ROD. TIETE	Inativo Transitável
10786	Centro	Sé	AV. SANTOS DUMONT	2009/01/27 18:22	2009/01/27 19:27	AER/ST	AV. DO ESTADO - 100M APÓS	Inativo Transitável
10787	Centro	Sé	AV. VINTE E TRES DE MAIO	2009/01/27 18:28	2009/01/27 22:36	ST/AER	AV. NOVE DE JULHO	Inativo Transitável
10788	Centro	Sé	RUA MANUEL DUTRA	2009/01/27 18:31	2009/01/27 19:27	UNICO	ALTURA DO N. 626	Inativo Transitável
10789	Centro	Sé	AV. NOVE DE JULHO	2009/01/27 18:40	2009/01/27 20:20	B/C	PÇ. DA BANDEIRA	Inativo Transitável
10790	Centro	Sé	RUA SÃO PAULO	2009/01/27 18:49	2009/01/27 19:35	UNICO	RUA TEIXEIRA LEITE	Inativo Transitável
10791	Centro	Sé	AV. RUDGE	2009/01/27 18:58	2009/01/27 20:07	AMBOS	RUA SERGIO TOMAS	Inativo Transitável
10792	Centro	Sé	AV. RANGEL PESTANA	2009/01/27 19:03	2009/01/27 20:29	AMBOS	RUA DO HIPODROMO	Inativo Transitável
10793	Zona Oeste	Butantã	Padrão não compreendido	2009/01/27 18:36	Horário não informado no Site	UNICO	AV. VALDEMAR FERREIRA	Ativo Transitável
10794	Zona Oeste	Butantã	AV. VITAL BRASIL	2009/01/27 18:45	2009/01/27 21:58	B/C	PÇ. JORGE DE LIMA	Inativo Transitável
10795	Zona Oeste	Butantã	MARGINAL PINHEIROS	2009/01/27 18:52	2009/01/28 05:25	INT/CB - EXP	PTE. ENG. ARY TORRES - 300M ANTES	Inativo Transitável
10796	Zona Oeste	Butantã	MARGINAL PINHEIROS	2009/01/27 19:12	2009/01/27 20:55	CB/INT - LOCAL	PTE. CIDADE UNIVERSIT�?RIA - 1000M ANTES	Inativo Transitável
10797	Zona Oeste	Lapa	AV. MARQ. DE SÃO VICENTE	2009/01/27 18:26	2009/01/27 20:14	AMBOS	PÇ. LUIS CARLOS MESQUITA	Inativo Transitável
10798	Zona Oeste	Lapa	PÇ. MARREY JUNIOR	2009/01/27 18:28	2009/01/27 18:59	LIMÃO/SUMARE	AV. SUMARE	Inativo Transitável
10799	Zona Oeste	Lapa	RUA TURIASSU	2009/01/27 18:29	2009/01/27 20:05	UNICO	PÇ. MARREY JUNIOR	Inativo Intransitável
10800	Zona Oeste	Lapa	AV. FRANCISCO MATARAZZO	2009/01/27 18:36	2009/01/27 20:05	B/C	RUA D. GERMAINE BURCHARD	Inativo Transitável
10801	Zona Oeste	Lapa	PÇ. PASCHOAL MARTINS	2009/01/27 18:37	2009/01/27 20:12	AMBOS	AV. MARQ. DE SÃO VICENTE	Inativo Transitável
10802	Zona Oeste	Lapa	AV. POMPEIA	2009/01/27 18:38	2009/01/27 20:15	AMBOS	AV. FRANCISCO MATARAZZO	Inativo Intransitável
10803	Zona Oeste	Lapa	RUA MONTE PASCAL	2009/01/27 18:49	2009/01/27 21:21	AMBOS	RUA BOTOCUDOS	Inativo Transitável
10804	Zona Oeste	Lapa	AV. JAGUARÉ	2009/01/27 19:10	2009/01/27 19:51	LA/JAGUARE	PÇ. FRANCISCO LUIS GONZAGA	Inativo Transitável
10805	Zona Oeste	Lapa	AV. MARQ. DE SÃO VICENTE	2009/01/27 19:15	2009/01/27 21:28	BF/LA	PÇ. DR. PEDRO CORAZZA	Inativo Transitável
10806	Zona Oeste	Lapa	AV. POMPEIA	2009/01/27 20:17	2009/01/27 20:38	AMBOS	ALTURA DO N. 86	Inativo Transitável
10807	Zona Oeste	Pinheiros	Padrão não compreendido	2009/01/27 18:40	Horário não informado no Site	INT/CB - LOCAL	PTE. ROBERTO ROSSI ZUCCOLLO - ACESSO	Ativo Transitável
10808	Zona Oeste	Pinheiros	MARGINAL PINHEIROS	2009/01/27 18:42	2009/01/27 21:09	INT/CB - EXP	PTE. ROBERTO ROSSI ZUCCOLLO	Inativo Transitável
10809	Zona Oeste	Pinheiros	AV. NOVE DE JULHO	2009/01/27 18:46	2009/01/28 01:11	C/B	ALTURA DO N. 4254	Inativo Transitável
10810	Zona Oeste	Pinheiros	AV. QUEIROZ FILHO	2009/01/27 18:51	2009/01/27 19:38	INT/CB	RUA DES. JOSE G. SANTANA	Inativo Transitável
10811	Zona Oeste	Pinheiros	MARGINAL PINHEIROS	2009/01/27 18:55	2009/01/28 00:38	INT/CB - LOCAL	PTE. EUSÉBIO MATOSO - ACESSO	Inativo Transitável
10812	Zona Oeste	Pinheiros	MARGINAL PINHEIROS	2009/01/27 19:25	2009/01/28 05:25	INT/CB - LOCAL	AV. JORN. ROBERTO MARINHO	Inativo Transitável
10813	Zona Oeste	Pinheiros	TN. MAX FEFFER	2009/01/27 19:36	2009/01/28 15:25	B/C	AV. NOVE DE JULHO	Inativo Transitável
10814	Zona Leste	Mooca	AV. ALCANTARA MACHADO	2009/01/27 18:30	2009/01/27 20:02	AMBOS - EXP	VD. GUADALAJARA	Inativo Transitável
10815	Zona Leste	Mooca	AV. CELSO GARCIA	2009/01/27 19:10	2009/01/27 19:41	C/B	AV. SALIM FARAH MALUF - 50M APÓS	Inativo Transitável
10816	Zona Leste	Penha	AV. SÃO MIGUEL	2009/01/27 18:07	2009/01/27 18:43	AMBOS	AV. GOV. CARVALHO PINTO	Inativo Intransitável
10817	Zona Leste	Penha	AV. ANTONIO ESTEVÃO DE CARVALHO	2009/01/27 18:11	2009/01/27 18:47	AMBOS	PÇ. DIVINOLANDIA	Inativo Transitável
10818	Zona Leste	Penha	AV. RADIAL LESTE-OESTE	2009/01/27 18:27	2009/01/27 18:56	C/B	AV. BERNARDINO DE BRITO F. DE CARVALHO	Inativo Transitável
10819	Zona Leste	Penha	AV. GOV. CARVALHO PINTO	2009/01/27 18:47	2009/01/27 19:17	B/C	AV. TARUMA / RUA MERCEDES LOPES	Inativo Intransitável
10820	Zona Leste	Vila Prudente	AV. PAES DE ANDRADE	2009/01/27 18:38	2009/01/27 19:35	PE/MO	AV. PROF. LUIZ IGNACIO DE ANHAIA MELLO	Inativo Transitável
10821	Zona Sul	Santo Amaro	VD. REPUBLICA DA ARMENIA	2009/01/27 18:34	2009/01/27 21:09	UNICO	NO INICIO	Inativo Transitável
10822	Zona Sudeste	Ipiranga	RUA PRES. BATISTA PEREIRA	2009/01/27 18:39	2009/01/27 21:30	UNICO	RUA PRES. COSTA PINTO	Inativo Transitável
10823	Zona Sudeste	Ipiranga	RUA PEDRA AZUL	2009/01/27 19:37	2009/01/27 22:40		ALT. Nº 52	Inativo Transitável
10824	Zona Sudeste	Vila Mariana	RUA DOMINGOS DE MORAIS	2009/01/27 18:47	2009/01/27 22:17	B/C	RUA LOEFGREEN	Inativo Transitável
10825	Zona Sudeste	Vila Mariana	AV. VINTE E TRES DE MAIO	2009/01/27 18:50	2009/01/27 20:19	AMBOS	VD. GEN. EUCLIDES DE FIGUEIREDO	Inativo Transitável
10826	Zona Oeste	Butantã	PÇ. JORGE LIMA	2009/01/26 16:40	2009/01/26 18:38	C/B	AV. FRANCISCO MORATO	Inativo Transitável
10827	Zona Oeste	Butantã	MARGINAL PINHEIROS	2009/01/26 16:42	2009/01/26 20:40	CB/INT - LOCAL	PTE. ROBERTO ROSSI ZUCCOLLO	Inativo Transitável
10828	Zona Oeste	Butantã	MARGINAL PINHEIROS	2009/01/26 17:10	2009/01/26 18:08	CB/INT - LOCAL	PTE. DO MORUMBI VELHA	Inativo Transitável
10829	Zona Oeste	Butantã	MARGINAL PINHEIROS	2009/01/26 17:12	2009/01/26 18:45	INT/CB - EXP	PTE. ENG. ARY TORRES - 100M ANTES	Inativo Transitável
10830	Zona Oeste	Butantã	MARGINAL PINHEIROS	2009/01/26 17:23	2009/01/26 20:32	CB/INT - LOCAL	CURVA DA TRAIÇÃO - APÓS	Inativo Transitável
10831	Zona Oeste	Butantã	MARGINAL PINHEIROS	2009/01/26 17:49	2009/01/26 20:40	INT/CB - LOCAL	PTE. ROBERTO ROSSI ZUCCOLLO	Inativo Transitável
10832	Zona Oeste	Butantã	RUA ALVARENGA	2009/01/26 18:39	2009/01/26 20:22	C/B	AV. AFRANIO PEIXOTO	Inativo Transitável
10833	Zona Oeste	Pinheiros	RUA FUNCHAL	2009/01/26 17:19	2009/01/26 18:19	B/C	AV. DR. CARDOSO DE MELO	Inativo Transitável
10834	Zona Oeste	Pinheiros	Padrão não compreendido	2009/01/26 17:20	Horário não informado no Site	INT/CB - LOCAL	RUA FLORIDA	Ativo Transitável
10835	Zona Oeste	Pinheiros	AV. IBIRAPUERA	2009/01/26 17:27	2009/01/26 18:30	B/C	AV. JAMARIS / AL. JANDIRA	Inativo Intransitável
10836	Zona Oeste	Pinheiros	AV. IBIRAPUERA	2009/01/26 17:27	2009/01/26 18:40	B/C	AV. INDIANOPOLIS	Inativo Transitável
10837	Zona Oeste	Pinheiros	AV. INDIANOPOLIS	2009/01/26 17:28	2009/01/26 18:40	IBIR/JA	AV. IBIRAPUERA	Inativo Transitável
10838	Zona Oeste	Pinheiros	AV. NOVE DE JULHO	2009/01/26 17:43	2009/01/26 20:10	C/B	AV. CIDADE JARDIM	Inativo Transitável
10839	Zona Oeste	Pinheiros	AV. NOVE DE JULHO	2009/01/26 17:47	2009/01/26 20:32	C/B	AV. BRASIL	Inativo Transitável
10840	Zona Oeste	Pinheiros	AV. PEDRO ALVARES CABRAL	2009/01/26 17:50	2009/01/26 20:07	IBIR/MARG	OBELISCO	Inativo Transitável
10841	Zona Oeste	Pinheiros	RUA DR. EDUARDO DE SOUZA ARANHA	2009/01/26 18:07	2009/01/26 19:31	UNICO	AV. PRES. JUSCELINO KUBITSCHEK	Inativo Transitável
10842	Zona Oeste	Pinheiros	MARGINAL PINHEIROS	2009/01/26 18:35	2009/01/26 19:52	INT/CB - UNICA	AV. PROF. FREDERICO HERMAN JR	Inativo Transitável
10843	Zona Oeste	Pinheiros	Padrão não compreendido	2009/01/26 20:31	Horário não informado no Site	INT/CB - EXP	RUA TUCUMA	Ativo Transitável
10844	Zona Sul	Capela do Socorro	RUA PTOLOMEU	2009/01/26 18:11	2009/01/26 19:50	UNICO - ÚNICA	AV GUARAPIRANGA	Inativo Transitável
10845	Zona Sul	Capela do Socorro	RUA PTOLOMEU	2009/01/26 18:12	2009/01/26 19:31	MARG/PI	RUA OLINDA	Inativo Transitável
10846	Zona Sul	Capela do Socorro	AV. GUARAPIRANGA	2009/01/26 18:13	2009/01/26 19:50	B/C	ALTURA DO N. 1111	Inativo Transitável
10847	Zona Sul	Capela do Socorro	AV. GUARAPIRANGA	2009/01/26 18:15	2009/01/26 19:51	B/C	ALTURA DO N. 881	Inativo Transitável
10848	Zona Sul	Capela do Socorro	AV. VITOR MANZINI	2009/01/26 19:02	2009/01/26 19:53	B/C	RUA GALENO DE CASTRO	Inativo Transitável
10849	Zona Sul	M'Boi Mirim	AV. MARIA COELHO AGUIAR	2009/01/26 17:46	2009/01/26 20:13	C/B	VD. FREDERICO EDUARDO MAYR - 50M APOS	Inativo Transitável
10850	Zona Sul	Santo Amaro	VD. REPUBLICA DA ARMENIA	2009/01/26 17:15	2009/01/26 20:16	UNICO	NO INICIO	Inativo Transitável
10851	Zona Sul	Santo Amaro	AV. ADOLFO PINHEIRO	2009/01/26 18:00	2009/01/26 20:21	UNICO	RUA GRAHAM BELL	Inativo Transitável
10852	Zona Sul	Santo Amaro	AV GUARAPIRANGA	2009/01/26 18:15	2009/01/26 19:50	B/C	RUA BENEDITO PEREIRA DE BORBA	Inativo Transitável
10853	Zona Sul	Santo Amaro	AV. INTERLAGOS	2009/01/26 18:25	2009/01/26 19:31	C/B	HIPERMERCADO EXTRA	Inativo Transitável
10854	Zona Sul	Santo Amaro	AV. JOÃO DIAS	2009/01/26 18:58	2009/01/26 20:13	B/C	RUA ARMANDO BARROSO	Inativo Transitável
10855	Zona Sudeste	Ipiranga	RUA DOS PATRIOTAS	2009/01/26 17:30	2009/01/26 19:10	IP/VP	AV. DO ESTADO	Inativo Transitável
10856	Zona Sudeste	Ipiranga	AV. DAS JUNTAS PROVISÓRIA	2009/01/26 17:59	2009/01/26 18:54	AMBOS	RUA DOIS DE JULHO	Inativo Intransitável
10857	Zona Sudeste	Ipiranga	AV. TERESA CRISTINA	2009/01/26 18:01	2009/01/26 19:18	AMBOS	RUA TABOR	Inativo Intransitável
10858	Zona Sudeste	Ipiranga	AV. DR. RICARDO JAFET	2009/01/26 18:03	2009/01/26 18:24	SANTOS/SP	RUA CEL. DIOGO / PÇ. DO MONUMENTO	Inativo Transitável
10859	Zona Sudeste	Ipiranga	AV. DAS JUNTAS PROVISORIAS	2009/01/26 18:05	2009/01/26 19:17	AMBOS	RUA D. LUCAS OBES	Inativo Intransitável
10860	Zona Sudeste	Ipiranga	AV. DAS JUNTAS PROVISORIAS	2009/01/26 18:07	2009/01/26 19:09	IP/VP	VD. GRANDE SÃO PAULO	Inativo Transitável
10861	Zona Sudeste	Ipiranga	RUA CISPLATINA	2009/01/26 18:09	2009/01/26 18:55	IP/VP	AV. DAS JUNTAS PROVISORIAS	Inativo Transitável
10862	Zona Sudeste	Ipiranga	AV TERESA CRISTINA	2009/01/26 18:10	2009/01/26 19:18	AMBOS - ÚNICA	AV DO ESTADO	Inativo Intransitável
10863	Zona Sudeste	Ipiranga	AV. PRES. TANCREDO NEVES	2009/01/26 18:11	2009/01/26 18:55	ANCH/IMIG	RUA VERGUEIRO	Inativo Transitável
10864	Zona Sudeste	Ipiranga	RUA ABAUNA	2009/01/26 18:13	2009/01/26 19:01	ÚNICO	AV. PRES. TANCREDO NEVES	Inativo Transitável
10865	Zona Sudeste	Ipiranga	AV. PROF. ABRAAO DE MORAIS	2009/01/26 18:18	2009/01/26 19:03	SANTOS/SP	RUA FR. ROLIM	Inativo Transitável
10866	Zona Sudeste	Ipiranga	AV. PROF. ABRAAO DE MORAIS	2009/01/26 18:20	2009/01/26 19:10	SP/SANTOS	AV. BOSQUE DA SAUDE	Inativo Transitável
10867	Zona Sudeste	Ipiranga	AV. PROF. ABRAAO DE MORAIS	2009/01/26 18:20	2009/01/26 19:11	SP/SANTOS	RUA RIBEIRO LACERDA	Inativo Transitável
10868	Zona Sudeste	Ipiranga	AV. DO ESTADO	2009/01/26 18:34	2009/01/26 19:11	ST/IP	RUA DOS PATRIOTAS	Inativo Transitável
10869	Zona Sudeste	Ipiranga	AV. DO ESTADO	2009/01/26 18:34	2009/01/26 19:17	ST/IP	RUA OLIVEIRA ALVES	Inativo Transitável
10870	Zona Sudeste	Ipiranga	RUA BRIG. JORDÃO	2009/01/26 18:43	2009/01/26 18:54	ÚNICO	AV. DO ESTADO	Inativo Transitável
10871	Zona Sudeste	Ipiranga	RUA BRIG. JORDÃO	2009/01/26 18:47	2009/01/26 19:22	UNICO	RUA MIL OITOCENTOS E VINTE E DOIS	Inativo Intransitável
10872	Zona Sudeste	Ipiranga	RUA ALM. LOBO	2009/01/26 19:14	2009/01/26 19:25	UNICO	AV. DAS JUNTAS PROVISORIAS / AV. PRES. WILSON	Inativo Transitável
10873	Zona Sudeste	Vila Mariana	AV. VINTE E TRES DE MAIO	2009/01/26 17:34	2009/01/26 20:11	AMBOS	VD. GEN. EUCLIDES DE FIGUEIREDO	Inativo Intransitável
10874	Zona Sudeste	Vila Mariana	PÇ. JUCA MULATO	2009/01/26 17:46	2009/01/26 18:24	C/B	AV. PROF. ASCENDINO REIS	Inativo Intransitável
