id	ZONA	Neighborhood	Street	Start date and time	End date and time	Direction	Reference	Status
2469	Zona Sul	Campo Limpo	AV VITOR GABRIEL	2017/01/03 09:39	2017/01/03 10:01	BAIRRO/CENTRO	R CAMPINA GRANDE	Inativo Transitável
2470	Zona Norte	Vila Maria/ Vila Guilherme	MARGINAL TIETE ASCB EXPRESSA	2017/01/02 18:27	2017/01/02 19:16	A SENNA/CASTELO B	PTE DA VILA GUILHERME	Inativo Transitável
2471	Zona Norte	Vila Maria/ Vila Guilherme	AV MORVAN DIAS DE FIGUEIREDO	2017/01/02 18:36	2017/01/02 19:01	A SENNA/CASTELO B	R DA COROA	Inativo Transitável
2472	Zona Leste	Itaquera	AV JACU-PESSEGO N TRABALHADORES	2017/01/02 18:43	2017/01/02 19:18	MAUA/A SENNA	R MONTANHAS	Inativo Transitável
2473	Zona Leste	Mooca	AV CELSO GARCIA,	2017/01/02 18:56	2017/01/02 19:01	CENTRO/BAIRRO	AV ALVARO RAMOS	Inativo Transitável
2474	Zona Leste	Penha	AV DOM HELDER CAMARA	2017/01/02 18:26	2017/01/02 18:54	CENTRO/BAIRRO	AV S MIGUEL	Inativo Intransitável
2475	Zona Leste	Penha	AV AGUIA DE HAIA	2017/01/02 18:36	2017/01/02 18:50	CENTRO/BAIRRO	ALTURA DO NÚMERO 63	Inativo Intransitável
2476	Zona Leste	Penha	AV JACU-PESSEGO N TRABALHADORES	2017/01/02 18:44	2017/01/02 19:18	MAUA/A SENNA	AV S MIGUEL	Inativo Transitável
2477	Zona Leste	Penha	AV CD.DE FRONTIN	2017/01/02 19:09	2017/01/02 20:15	BAIRRO/CENTRO	R JOAQUIM MARRA	Inativo Transitável
2478	Zona Sul	M'Boi Mirim	AV GUARAPIRANGA	2017/01/02 17:45	2017/01/02 18:38	BAIRRO/CENTRO	ALTURA DO NÚMERO 752	Inativo Intransitável
2479	Zona Sul	Santo Amaro	AV INTERLAGOS	2017/01/02 17:27	2017/01/02 19:17	AMBOS	AV DAS NACOES UNIDAS	Inativo Transitável
2480	Zona Sul	Santo Amaro	AV INTERLAGOS	2017/01/02 17:27	2017/01/02 19:17	AMBOS	AV DAS NACOES UNIDAS	Inativo Intransitável
2481	Zona Sul	Santo Amaro	AV VITOR MANZINI	2017/01/02 17:32	2017/01/02 19:08	CENTRO/BAIRRO	R CRISTALINO ROLIM DE FREITAS	Inativo Transitável
2482	Zona Sul	Santo Amaro	AV DAS NACOES UNIDAS	2017/01/02 17:48	2017/01/02 18:20	INTERLAGOS/CASTELO	R JAIME DE OLIVEIRA SOUZA	Inativo Intransitável
2483	Zona Sul	Santo Amaro	AV DAS NACOES UNIDAS	2017/01/02 17:50	2017/01/02 18:20	AMBOS	R JAIME DE OLIVEIRA SOUZA	Inativo Transitável
2484	Zona Sul	Santo Amaro	AV MARIA COELHO AGUIAR,	2017/01/02 17:50	2017/01/02 18:13	CENTRO/BAIRRO	PC ALCEU AMOROSO LIMA	Inativo Intransitável
2485	Zona Sul	Santo Amaro	AV DAS NACOES UNIDAS	2017/01/02 17:57	2017/01/02 19:15	AMBOS	AV OCTALLES MARCONDES FERREIRA	Inativo Transitável
2486	Zona Sul	Santo Amaro	AV ENG EUSEBIO STEVAUX	2017/01/02 17:58	2017/01/02 18:29	BAIRRO/CENTRO	AV INTERLAGOS	Inativo Intransitável
2487	Zona Sul	Santo Amaro	AV ROQUE PETRONI JUNIOR,	2017/01/02 18:03	2017/01/02 18:48	AMBOS	R CANCIONEIRO POPULAR	Inativo Transitável
2488	Zona Sul	Santo Amaro	AV DAS NACOES UNIDAS	2017/01/02 18:05	2017/01/02 19:06	INTERLAGOS/CASTELO	R ACARI	Inativo Transitável
2489	Zona Sul	Santo Amaro	AV VITOR MANZINI	2017/01/02 18:16	2017/01/02 18:46	AMBOS	R GALENO DE CASTRO	Inativo Intransitável
2490	Zona Sudeste	Ipiranga	AV PROF ABRAAO DE MORAIS	2017/01/02 17:47	2017/01/02 18:02	SANTOS/S PAULO	AV FAGUNDES FILHO	Inativo Transitável
2491	Zona Sudeste	Ipiranga	AV PROF ABRAAO DE MORAIS	2017/01/02 18:01	2017/01/02 18:28	AMBOS	R RIBEIRO LACERDA	Inativo Transitável
2492	Zona Norte	Casa Verde	MARGINAL TIETE ASCB EXPRESSA,	2016/12/29 18:15	2016/12/29 21:06	A SENNA/CASTELO B	PTE JORN WALTER ABRAHAO	Inativo Transitável
2493	Zona Norte	Freguesia do Ó	AV NSRA.DO O	2016/12/29 17:51	2016/12/29 18:39	AMBOS	AV ANTONIO MUNHOZ BONILHA	Inativo Intransitável
2494	Zona Norte	Santana	AV OLAVO FONTOURA	2016/12/29 19:05	2016/12/29 19:13	C VERDE/SANTANA	ALTURA DO NÚMERO 1209	Inativo Transitável
2495	Zona Norte	Santana	AV OLAVO FONTOURA	2016/12/29 19:06	2016/12/29 19:13	BAIRRO/CENTRO	R BRAZELISA ALVES DE CARVALHO	Inativo Transitável
2496	Zona Norte	Santana	Padrão não compreendido	2016/12/29 19:36	Horário não informado no Site	IPIRANGA/SANTANA	ALTURA DO NÚMERO 578	Ativo Transitável
2497	Zona Norte	Santana	R COMEN JOAQUIM MONTEIRO	2016/12/29 20:01	2016/12/29 20:03	AMBOS	ALTURA DO NÚMERO 126	Inativo Transitável
2498	Centro	Sé	R DR BRASILIO MACHADO	2016/12/29 18:03	2016/12/29 18:27	AMBOS	AL BARROS	Inativo Transitável
2499	Centro	Sé	AV RUDGE	2016/12/29 18:04	2016/12/29 18:38	CENTRO/BAIRRO	R SERGIO TOMAS	Inativo Transitável
2500	Centro	Sé	PC QUATORZE BIS	2016/12/29 18:07	2016/12/29 18:27	BAIRRO/CENTRO	R MANOEL DUTRA	Inativo Intransitável
2501	Centro	Sé	PQ ANHANGABAU	2016/12/29 18:08	2016/12/29 19:01	AEROPORTO/SANTANA	ALTURA DO NÚMERO 266	Inativo Intransitável
2502	Centro	Sé	PC DA BANDEIRA	2016/12/29 18:13	2016/12/29 18:49	CENTRO/BAIRRO	AV NOVE DE JULHO	Inativo Intransitável
2503	Centro	Sé	AV MERCURIO,	2016/12/29 18:19	2016/12/29 20:29	BAIRRO/CENTRO	PC S VITO	Inativo Transitável
2504	Centro	Sé	R TEIXEIRA LEITE	2016/12/29 18:29	2016/12/29 18:49	BAIRRO/CENTRO	R S PAULO	Inativo Intransitável
2505	Centro	Sé	PQ ANHANGABAU	2016/12/29 18:32	2016/12/29 19:01	ST/AER	ALTURA DO NÚMERO 659	Inativo Transitável
2506	Zona Oeste	Lapa	AV MARQ.DE SAO VICENTE	2016/12/29 17:52	2016/12/29 18:14	B FUNDA/LAPA	PC LUIZ CARLOS MESQUITA	Inativo Transitável
2507	Zona Oeste	Pinheiros	AV REBOUCAS	2016/12/29 17:59	2016/12/29 18:49	AMBOS	AV BRASIL	Inativo Transitável
2508	Zona Leste	Itaquera	AV AGUIA DE HAIA	2016/12/29 18:16	2016/12/29 18:49	AMBOS	R TERRA BRASILEIRA	Inativo Transitável
2509	Zona Leste	Itaquera	R TOMAZZO FERRARA	2016/12/29 18:21	2016/12/29 19:13	UNICO	AV ITAQUERA	Inativo Intransitável
2510	Zona Leste	Itaquera	Padrão não compreendido	2016/12/29 18:56	Horário não informado no Site	CENTRO/BAIRRO	AV ITAQUERA	Ativo Transitável
2511	Zona Leste	Mooca	AV CD.DE FRONTIN	2016/12/29 18:01	2016/12/29 18:17	AMBOS	R ANTONIO DE BARROS	Inativo Transitável
2512	Zona Leste	Mooca	AV CELSO GARCIA,	2016/12/29 18:14	2016/12/29 18:35	CENTRO/BAIRRO	R JOSE DE ALENCAR	Inativo Transitável
2513	Zona Leste	Mooca	R CARLOS SILVA	2016/12/29 18:31	2016/12/29 19:21	UNICO	AV CD.DE FRONTIN	Inativo Intransitável
2514	Zona Leste	Penha	AV JACU-PESSEGO N TRABALHADORES	2016/12/29 17:59	2016/12/29 18:27	A SENNA/MAUA	VD ANTONIO S DE LARRAGOITI JR	Inativo Transitável
2515	Zona Leste	Vila Prudente	AV PAES DE BARROS	2016/12/29 18:26	2016/12/29 18:44	AMBOS	AV PROF LUIZ IGNACIO ANHAIA MELLO	Inativo Intransitável
2516	Zona Leste	Vila Prudente	AV PROF LUIZ IGNACIO ANHAIA MELLO	2016/12/29 18:43	2016/12/29 18:52	VP/SAPOPEMBA	VD GRANDE SAO PAULO	Inativo Transitável
2517	Zona Norte	Freguesia do Ó	AV GAL EDGAR FACO	2016/12/28 16:14	2016/12/28 17:06	CENTRO/BAIRRO	R MANOEL BARBOSA	Inativo Transitável
2518	Zona Norte	Freguesia do Ó	AV GAL EDGAR FACO	2016/12/28 16:27	2016/12/28 17:03	AMBOS	AV PAULA FERREIRA	Inativo Transitável
2519	Zona Norte	Freguesia do Ó	AV INAJAR DE SOUZA,	2016/12/28 17:38	2016/12/28 19:30	LAPA/FREGUESIA	R ROSSIO DO CARMO	Inativo Transitável
2520	Zona Norte	Pirituba/Jaraguá	AV BENEDITO ANDRADE	2016/12/28 16:04	2016/12/28 17:06	AMBOS	AV CB ADAO PEREIRA	Inativo Intransitável
2521	Zona Leste	Mooca	AV CELSO GARCIA,	2016/12/23 17:47	2016/12/23 19:17	C/B	R SALDANHA MARINHO	Inativo Transitável
2522	Zona Leste	Mooca	AV CELSO GARCIA,	2016/12/23 17:49	2016/12/23 19:00	C/B	R JOSE DE ALENCAR	Inativo Transitável
2523	Zona Leste	Mooca	AV CELSO GARCIA	2016/12/23 18:25	2016/12/23 19:17	C/B	AV ALVARO RAMOS	Inativo Transitável
2524	Zona Leste	Penha	R DR LUIZ AYRES	2016/12/23 19:08	2016/12/23 19:30	B/C	AV AGUIA DE HAIA	Inativo Intransitável
2525	Zona Norte	Freguesia do Ó	AV NSRA.DO O	2016/12/21 17:23	2016/12/21 19:40	AMBOS	R NELSON FRANCISCO	Inativo Transitável
2526	Zona Norte	Freguesia do Ó	AV ANTONIO MUNHOZ BONILHA	2016/12/21 17:27	2016/12/21 17:37	AMBOS	ALTURA DO NÚMERO 47	Inativo Intransitável
2527	Zona Norte	Freguesia do Ó	AV INAJAR DE SOUZA	2016/12/21 18:26	2016/12/21 18:32	LAPA/FREGUESIA	R ROSSIO DO CARMO	Inativo Transitável
2528	Centro	Sé	R GLICERIO	2016/12/21 17:28	2016/12/21 18:09	UNICO	R S PAULO (LIBERDADE)	Inativo Intransitável
2529	Centro	Sé	R TEIXEIRA LEITE	2016/12/21 17:36	2016/12/21 18:09	BAIRRO/CENTRO	R S PAULO (LIBERDADE)	Inativo Intransitável
2530	Centro	Sé	AV RIO BRANCO	2016/12/21 17:45	2016/12/21 19:46	BAIRRO/CENTRO	R GAL OSORIO	Inativo Transitável
2531	Centro	Sé	PC DA BANDEIRA	2016/12/21 17:52	2016/12/22 17:47	CENTRO/BAIRRO	AV NOVE DE JULHO	Inativo Intransitável
2532	Centro	Sé	Padrão não compreendido	2016/12/21 18:46	Horário não informado no Site	UNICO	R GLICERIO	Ativo Transitável
2533	Zona Oeste	Lapa	R NORMA PIERUCCINI GIANNOTTI	2016/12/21 17:25	2016/12/21 18:10	BAIRRO/CENTRO	AV RUDGE	Inativo Intransitável
2534	Zona Oeste	Lapa	R NORMA PIERUCCINI GIANNOTTI	2016/12/21 18:38	2016/12/21 19:39	AMBOS	R ANHANGUERA (STA CECILIA)	Inativo Transitável
2535	Zona Oeste	Pinheiros	MARGINAL PINHEIROS INTCB EXPR	2016/12/21 17:22	2016/12/21 19:11	INTERLAGOS/CASTELO	PTE ENG ARY TORRES	Inativo Intransitável
2536	Zona Oeste	Pinheiros	AV DAS NACOES UNIDAS	2016/12/21 18:41	2016/12/21 19:11	INTERLAGOS/CASTELO	PTE ENG ROBERTO ROSSI ZUCCOLO	Inativo Transitável
2537	Zona Leste	Aricanduva/ Vila Formosa	R ASTARTE	2016/12/21 18:33	2016/12/21 18:38	UNICO	R MANILHA	Inativo Intransitável
2538	Zona Leste	Mooca	R MELO FREIRE	2016/12/21 17:19	2016/12/21 17:19	AMBOS	R ANTONIO DE BARROS	Inativo Transitável
2539	Zona Leste	Vila Prudente	AV PROF LUIZ IGNACIO ANHAIA MELLO	2016/12/21 18:08	2016/12/21 18:33	AMBOS	R ITAMUMBUCA	Inativo Intransitável
2540	Zona Sul	Capela do Socorro	AV SEN TEOTONIO VILELA	2016/12/21 18:01	2016/12/21 18:31	BAIRRO/CENTRO	ALTURA DO NÚMERO 200	Inativo Transitável
2541	Zona Sul	M'Boi Mirim	ES M BOI MIRIM	2016/12/21 20:15	2016/12/21 20:17	AMBOS	ALTURA DO NÚMERO 931	Inativo Intransitável
2542	Zona Sul	Santo Amaro	AV DAS NACOES UNIDAS	2016/12/21 17:59	2016/12/21 18:46	AMBOS	R JAIME DE OLIVEIRA SOUZA	Inativo Intransitável
2543	Zona Sul	Santo Amaro	AV DAS NACOES UNIDAS	2016/12/21 18:01	2016/12/21 18:46	INTERLAGOS/CASTELO	AV OCTALLES MARCONDES FERREIRA	Inativo Intransitável
2544	Zona Sul	Santo Amaro	AV DOS BANDEIRANTES (MOEMA)	2016/12/21 18:02	2016/12/21 18:38	AMBOS	VD STO AMARO	Inativo Intransitável
2545	Zona Sul	Santo Amaro	AV ATLANTICA	2016/12/21 18:13	2016/12/21 18:53	BAIRRO/CENTRO	ALTURA DO NÚMERO 2447	Inativo Intransitável
2546	Zona Sul	Santo Amaro	AV ROQUE PETRONI JUNIOR	2016/12/21 18:30	2016/12/21 19:52	MARGINAL/DIADEMA	AV STO AMARO	Inativo Intransitável
2547	Zona Sul	Santo Amaro	AV ROQUE PETRONI JUNIOR	2016/12/21 19:28	2016/12/21 19:31	AMBOS	R JACERU	Inativo Intransitável
2548	Zona Sul	Santo Amaro	AV SANTO AMARO	2016/12/21 21:09	2016/12/21 21:38	AMBOS	AV PROF VICENTE RAO	Inativo Intransitável
2549	Zona Sudeste	Ipiranga	PRAÇA LEONOR KAUPA	2016/12/21 17:45	2016/12/21 17:55	BAIRRO/CENTRO	AVENIDA ABRAÃO DE MORAIS	Inativo Intransitável
2550	Zona Sudeste	Ipiranga	AV PROF ABRAAO DE MORAIS	2016/12/21 18:06	2016/12/22 17:53	SANTOS/S PAULO	R FRANCISCO TAPAJOS	Inativo Intransitável
2551	Zona Sudeste	Vila Mariana	TN SEBASTIAO CAMARGO	2016/12/21 17:22	2016/12/21 18:41	BAIRRO/CENTRO	ALTURA DO NÚMERO 1	Inativo Transitável
2552	Zona Sudeste	Vila Mariana	AV RUBEM BERTA	2016/12/21 17:32	2016/12/21 18:12	AMBOS	AV ONZE DE JUNHO	Inativo Transitável
2553	Zona Sudeste	Vila Mariana	AV ARATAS	2016/12/21 17:41	2016/12/21 17:59	AMBOS	AV IBIRAPUERA	Inativo Intransitável
2554	Zona Sudeste	Vila Mariana	AV IBIRAPUERA	2016/12/21 17:58	2016/12/21 18:10	BAIRRO/CENTRO	AV JURUCE	Inativo Transitável
2555	Zona Leste	Vila Prudente	AV PROF LUIZ IGNACIO ANHAIA MELLO	2016/12/20 18:39	2016/12/20 18:41	SAPOPEMBA/V PRUDENTE - ÚNICA	ALTURA DO NÚMERO 1326	Inativo Transitável
2556	Zona Norte	Casa Verde	MARGINAL TIETÊ	2016/12/18 17:37	2016/12/18 18:24	AS/CB - EXP	PTE JORN WALTER ABRAHAO	Inativo Transitável
2557	Zona Norte	Freguesia do Ó	AV ANTONIO MUNHOZ BONILHA	2016/12/18 16:11	2016/12/18 17:38	AMBOS	ALTURA DO NÚMERO 47	Inativo Intransitável
2558	Zona Norte	Santana	AV OLAVO FONTOURA	2016/12/18 16:03	2016/12/18 17:34	AMBOS	ALTURA DO N. 1501	Inativo Intransitável
2559	Zona Norte	Santana	MARGINAL TIETÊ	2016/12/18 16:12	2016/12/18 17:35	AS/CB - CENTRAL	PTE DAS BANDEIRAS	Inativo Intransitável
2560	Zona Norte	Santana	AV OLAVO FONTOURA	2016/12/18 17:07	2016/12/18 17:34	AMBOS	ALTURA DO N. 1209	Inativo Intransitável
2561	Zona Oeste	Lapa	MARGINAL TIETÊ	2016/12/18 17:16	2016/12/18 20:12	CB/AS - CENTRAL	ALTURA DO N. 11858	Inativo Transitável
2562	Zona Oeste	Pinheiros	PC GASTAO VIDIGAL	2016/12/18 16:18	2016/12/18 17:55	BAIRRO/CENTRO	AV QUEIROZ FILHO	Inativo Intransitável
2563	Zona Oeste	Pinheiros	PC JOSE ANTHERO GUEDES (JD EDITH)	2016/12/13 07:53	2016/12/13 07:56	CENTRO/BAIRRO	AV JORN ROBERTO MARINHO	Inativo Transitável
2564	Zona Norte	Casa Verde	MARGINAL TIETE - EXPRESSA	2016/12/12 12:04	2016/12/12 14:24	A SENNA/CASTELO B	PTO JORN WALTER ABRAHAO	Inativo Transitável
2565	Zona Norte	Vila Maria/ Vila Guilherme	MARGINAL TIETE - CENTRAL	2016/12/12 13:56	2016/12/12 14:23	A SENNA/ CASTELO B	ALT 17	Inativo Transitável
2566	Zona Norte	Pirituba/Jaraguá	AV RAIMUNDO PEREIRA DE MAGALHAES	2016/12/12 12:09	2016/12/12 15:50	CENTRO/BAIRRO	ALT 14900	Inativo Transitável
2567	Zona Norte	Pirituba/Jaraguá	AV RAIMUNDO PEREIRA DE MAGALHAES	2016/12/12 12:32	2016/12/12 15:50	BAIRRO/CENTRO	ALT 12877	Inativo Transitável
2568	Centro	Sé	R BRIGADEIRO TOBIAS	2016/12/12 08:34	2016/12/12 10:07	ÚNICO	R WASHINGTON LUIZ	Inativo Transitável
2569	Centro	Sé	PC MAL DEODORO	2016/12/12 09:00	2016/12/12 09:15	BAIRRO/CENTRO	R DR ALBUQUERQUE LINS (S CECILIA)	Inativo Transitável
2570	Centro	Sé	PC DA BANDEIRA	2016/12/12 11:44	2016/12/12 13:45	BAIRRO/CENTRO	R S FRANCISCO	Inativo Transitável
2571	Centro	Sé	R PORTO SEGURO (B RETIRO)	2016/12/12 13:29	2016/12/12 15:18	BAIRRO/CENTRO	ALT 163	Inativo Transitável
2572	Centro	Sé	R EDUARDO CHAVES	2016/12/12 13:30	2016/12/12 15:23	ÚNICO	ALT 45	Inativo Transitável
2573	Centro	Sé	R VERGUEIRO	2016/12/12 15:16	2016/12/12 17:52	UNICO	ALT 20	Inativo Transitável
2574	Centro	Sé	PC MAL DEODORO	2016/12/12 21:27	2016/12/13 04:16	CENTRO/BAIRRO	DR ALBUQUERQUE LINS (S CECILIA)	Inativo Transitável
2575	Zona Oeste	Lapa	MARGINAL TIETE - CENTRAL	2016/12/12 12:14	2016/12/12 13:47	CASTELO B/A SENNA	ALT 13939	Inativo Transitável
2576	Zona Oeste	Pinheiros	PC JOSÉ ANTHERO GUEDES (JD. EDITH)	2016/12/12 07:21	2016/12/12 07:56	ÚNICO	AV. JORN. ROBERTO MARINHO	Inativo Transitável
2577	Zona Leste	Aricanduva/ Vila Formosa	AV ARICANDUVA	2016/12/12 14:21	2016/12/12 15:20	ITAQUERA/MARGINAL	ALT 4053	Inativo Transitável
2578	Zona Leste	Aricanduva/ Vila Formosa	AV RIO DAS PEDRAS	2016/12/12 14:24	2016/12/12 15:19	CENTRO/BAIRRO	OSCAR SIEBEL	Inativo Transitável
2579	Zona Leste	Aricanduva/ Vila Formosa	AV ARICANDUVA	2016/12/12 14:28	2016/12/12 21:17	ITAQUERA/MARGINAL	R MANILHA	Inativo Transitável
2580	Zona Leste	Aricanduva/ Vila Formosa	AV RIO DAS PEDRAS	2016/12/12 14:30	2016/12/12 15:19	CENTRO/BAIRRO	ALT 3783	Inativo Transitável
2581	Zona Leste	Aricanduva/ Vila Formosa	AV ARICANDUVA	2016/12/12 14:30	2016/12/12 15:19	ITAQUERA/MARGINAL	R DORIVAL LOURENCO DA SILVA	Inativo Transitável
2582	Zona Leste	Aricanduva/ Vila Formosa	AV ARICANDUVA	2016/12/12 14:34	2016/12/12 15:20	MARGINAL/ITAQUERA	AV DOS LATINOS	Inativo Transitável
2583	Zona Leste	Aricanduva/ Vila Formosa	AV ARICANDUVA	2016/12/12 14:42	2016/12/12 15:19	ITAQUERA/MARGINAL	R ADUSTINA	Inativo Transitável
2584	Zona Leste	Itaquera	AV AGUIA DE HAIA	2016/12/12 13:25	2016/12/12 15:18	BAIRRO/CENTRO	Referência não informada no site	Inativo Transitável
2585	Zona Leste	Mooca	AV MERCURIO	2016/12/12 13:50	2016/12/12 15:19	ÚNICO	PA S VITO	Inativo Transitável
2586	Zona Leste	Penha	AV AIRTON PRETINI	2016/12/12 14:28	2016/12/12 15:37	ÚNICO	VD ENG ALBERTO BADRA	Inativo Transitável
2587	Zona Sul	Santo Amaro	R JOÃO ALFREDO (S AMARO)	2016/12/12 11:26	2016/12/12 12:35	BAIRRO/CENTRO	AL STO AMARO	Inativo Transitável
2588	Zona Sul	Santo Amaro	AV DAS NACOES UNIDAS	2016/12/12 11:28	2016/12/12 11:32	INTERLAGOS/CASTELO	R GURIU	Inativo Transitável
2589	Centro	Sé	PC MAL DEODORO	2016/12/05 08:27	2016/12/05 08:42	BAIRRO/CENTRO	R DR ALBUQUERQUE LINS (S CECILIA)	Inativo Transitável
2590	Zona Sul	Santo Amaro	AV STO AMARO	2016/12/05 10:12	2016/12/05 10:19	CENTRO/BAIRRO	ALTURA DO Nº7089	Inativo Transitável
2591	Zona Norte	Freguesia do Ó	AV ANTONIO MUNHOZ BONILHA	2016/12/03 16:50	2016/12/03 17:00	AMBOS	AV NSRA.DO O	Inativo Transitável
2592	Zona Norte	Casa Verde	MARGINAL TIETE ASCB EXPRESSA	2016/11/29 06:03	2016/11/29 13:10	A SENNA/CASTELO B	PTE JORN WALTER ABRAHAO	Inativo Transitável
2593	Centro	Sé	AV PRES CASTELO BRANCO	2016/11/29 02:54	2016/11/29 04:02	CASTELO B/A SENNA - ÚNICA	ALTURA DO NÚMERO 5124	Inativo Transitável
2594	Centro	Sé	AV PRES CASTELO BRANCO	2016/11/29 03:25	2016/11/29 09:48	CASTELO B/A SENNA	PC JERUSALEM	Inativo Transitável
2595	Centro	Sé	R BRIG TOBIAS	2016/11/29 07:42	2016/11/29 09:51	UNICO	ALTURA DO Nº780	Inativo Intransitável
2596	Centro	Sé	R ALFREDO MAIA	2016/11/29 08:59	2016/11/29 09:13	BAIRRO/CENTRO	ALTURA DO Nº780	Inativo Transitável
2597	Zona Leste	Mooca	AV ALCANTARA MACHADO	2016/11/29 03:11	2016/11/29 06:04	BAIRRO/CENTRO - AMBAS	VD GUADALAJARA	Inativo Transitável
2598	Zona Leste	Penha	R BERNARDINO BRITO F DE CARVALHO	2016/11/29 03:08	2016/11/29 04:00	AMBOS	AV GAL LAMARTINE	Inativo Intransitável
2599	Zona Leste	Penha	AV GOV CARVALHO PINTO	2016/11/29 03:24	2016/11/29 03:55	AMBOS	AV S MIGUEL	Inativo Intransitável
2600	Zona Norte	Vila Maria/ Vila Guilherme	R CURUCA	2016/11/28 17:05	2016/11/28 18:56	CENTRO/BAIRRO	ALTURA DO Nº10	Inativo Transitável
2601	Zona Norte	Vila Maria/ Vila Guilherme	AV SERAFIM GONCALVES PEREIRA	2016/11/28 17:15	2016/11/28 18:23	CENTRO/BAIRRO	R SOLD SERGIO BERNARDINO	Inativo Transitável
2602	Zona Norte	Santana	AV TIRADENTES	2016/11/28 17:16	2016/11/28 18:21	UNICA	R RIBEIRO DE LIMA	Inativo Transitável
2603	Centro	Sé	PC DA BANDEIRA	2016/11/28 16:45	2016/11/28 17:19	CENTRO/BAIRRO	AV NOVE DE JULHO	Inativo Transitável
2604	Centro	Sé	AV MERCURIO	2016/11/28 16:58	2016/11/28 18:36	AMBOS	R DA CANTAREIRA	Inativo Transitável
2605	Centro	Sé	AV DUQ.DE CAXIAS	2016/11/28 17:08	2016/11/28 17:29	UNICA	PC JULIO PRESTES	Inativo Transitável
2606	Centro	Sé	TN PAPA JOAO PAULO II	2016/11/28 17:12	2016/11/28 17:52	SANTANA/AEROPORTO	ALTURA DO Nº3	Inativo Transitável
2607	Zona Leste	Mooca	R AZEVEDO SOARES	2016/11/28 16:57	2016/11/28 17:36	AMBOS	R MONTE SERRAT (TATUAPE)	Inativo Intransitável
2608	Zona Leste	Mooca	R AZEVEDO SOARES	2016/11/28 16:57	2016/11/28 17:36	AMBOS	R MONTE SERRAT (TATUAPE)	Inativo Intransitável
2609	Zona Leste	Mooca	R MELO FREIRE	2016/11/28 16:59	2016/11/28 17:21	AMBOS	R ANTONIO DE BARROS	Inativo Transitável
2610	Zona Leste	Mooca	AV RANGEL PESTANA	2016/11/28 17:01	2016/11/28 17:36	AMBOS	R HIPODROMO	Inativo Intransitável
2611	Zona Leste	Mooca	AV DO ESTADO	2016/11/28 17:07	2016/11/28 17:33	IPIRANGA/SANTANA	ALTURA DO Nº2513	Inativo Transitável
2612	Zona Leste	Mooca	AV ALCANTARA MACHADO	2016/11/28 17:20	2016/11/28 17:46	CENTRO/BAIRRO	ALTURA DO Nº3232	Inativo Intransitável
2613	Zona Leste	Mooca	VD BRESSER	2016/11/28 17:35	2016/11/28 17:46	AMBOS	AV ALCANTARA MACHADO	Inativo Intransitável
2614	Zona Leste	Penha	R DR ASSIS RIBEIRO	2016/11/28 16:58	2016/11/28 18:21	AMBOS	ALTURA DO Nº1400	Inativo Transitável
2615	Zona Leste	Penha	AV DOM HELDER CAMARA	2016/11/28 17:16	2016/11/28 18:21	UNICA	ALTURA DO Nº6350	Inativo Intransitável
2616	Zona Leste	Penha	R MARIA LEOCADIA	2016/11/28 17:20	2016/11/28 17:46	UNICA	AV BUENOS AIRES	Inativo Intransitável
2617	Zona Leste	Penha	R DR LUIZ AYRES	2016/11/28 17:25	2016/11/28 17:53	CENTRO/BAIRRO	AV AGUIA DE HAIA	Inativo Intransitável
2618	Zona Sul	Santo Amaro	AV STO AMARO	2016/11/28 17:42	2016/11/28 17:55	BAIRRO/CENTRO	AV PROF VICENTE RAO	Inativo Transitável
2619	Zona Norte	Pirituba/Jaraguá	AV OTAVIANO ALVES DE LIMA	2016/11/25 12:52	2016/11/25 13:29	A SENNA/CASTELO B - LOCAL	PTE ADHEMAR FERREIRA DA SILVA	Inativo Transitável
2620	Zona Norte	Santana	MARGINAL TIETE CBAS CENTRAL,	2016/11/17 06:42	2016/11/17 07:57	CASTELO B/A SENNA - CENTRAL	PTE GOV ORESTES QUERCIA	Inativo Transitável
2621	Centro	Sé	R DAS PALMEIRAS, 55	2016/11/17 03:51	2016/11/17 05:14	BAIRRO/CENTRO	R DR ALBUQUERQUE LINS (S CECILIA)	Inativo Transitável
2622	Centro	Sé	R FLORENCIO DE ABREU,	2016/11/17 07:55	2016/11/17 15:26	UNICO - ÚNICA	AV SEN QUEIROS	Inativo Transitável
2623	Zona Oeste	Butantã	AV MAGALHAES DE CASTRO,	2016/11/17 00:44	2016/11/17 01:37	CASTELO/INTERLAGOS - LOCAL	R PEDRO AVANCINE	Inativo Transitável
2624	Zona Sul	Capela do Socorro	AV NSRA.DO SABARA,	2016/11/17 17:30	2016/11/18 05:21	BAIRRO/CENTRO	AV INTERLAGOS	Inativo Transitável
2625	Zona Sul	Santo Amaro	PTE OCTAVIO FRIAS DE OLIVEIRA, 6230	2016/11/17 00:37	2016/11/17 03:55	CENTRO/BAIRRO	AV JURUBATUBA	Inativo Transitável
2626	Zona Sul	Santo Amaro	AV DAS NACOES UNIDAS,	2016/11/17 01:14	2016/11/17 04:27	INTERLAGOS/CASTELO - LOCAL	R OLIVIA FEDER	Inativo Transitável
2627	Zona Sul	Santo Amaro	PTE OCTAVIO FRIAS DE OLIVEIRA	2016/11/17 01:20	2016/11/17 03:55	BAIRRO/CENTRO - ÚNICA	ALTURA DO NÚMERO 1	Inativo Transitável
